,ID,Department,GEO,Role,Will_Relocate,Percent_Remote,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left_Company,promotion_last_5years,sales,salary,Gender,LinkedIn_Hits,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,gender_binary,dept_no,position_no
13923,13924,Human Resources,Colombia,Level 2-4,1,0.8,0.97,5,263,5,0,1,0,hr,medium,M,8,2,1,1,1,1,1,2
13924,13925,IT,Colombia,Level 2-4,1,0.8,0.97,6,267,4,1,1,0,support,low,M,10,1,2,1,2,1,2,2
13925,13926,Warehouse,UK,Level 2-4,1,0.8,0.97,6,247,4,0,1,0,management,medium,M,7,2,2,1,2,1,5,2
13926,13927,Operations,France,Level 2-4,0,0.8,0.97,5,233,5,0,1,0,hr,medium,F,6,2,2,2,2,0,3,2
13927,13928,Sales,Australia,Level 2-4,0,0.8,0.97,7,254,4,1,1,0,RandD,medium,F,9,2,2,2,2,0,4,2
13928,13929,Finance,Colombia,Level 2-4,0,0.8,0.97,6,289,5,0,1,0,support,medium,M,7,1,2,2,1,1,0,2
13929,13930,Human Resources,UK,Level 2-4,1,0.8,0.97,6,282,4,0,1,0,hr,medium,M,6,1,1,1,2,1,1,2
13930,13931,IT,China,Level 2-4,0,0.8,0.97,5,243,6,0,1,0,technical,medium,M,10,2,1,1,2,1,2,2
13931,13932,Warehouse,China,Level 2-4,1,0.8,0.97,5,243,5,0,1,0,support,medium,M,8,1,1,1,2,1,5,2
13932,13933,Operations,France,Level 2-4,0,0.8,0.97,4,228,5,0,1,0,hr,low,F,3,1,1,2,1,0,3,2
13933,13934,Sales,Korea,Level 2-4,0,0.8,0.97,5,235,5,0,1,0,hr,low,M,4,1,1,1,1,1,4,2
13934,13935,Finance,France,Level 2-4,0,0.8,0.97,4,274,6,0,1,0,technical,low,M,10,1,2,2,2,1,0,2
13935,13936,Human Resources,Japan,Level 2-4,1,0.8,0.97,6,254,5,0,1,0,sales,medium,F,10,2,2,2,2,0,1,2
13936,13937,IT,Australia,Level 2-4,0,0.8,0.97,4,251,6,0,1,0,technical,low,F,1,2,2,2,1,0,2,2
13937,13938,Warehouse,Korea,Level 2-4,0,0.8,0.97,7,310,4,0,1,0,support,medium,F,8,1,2,2,1,0,5,2
13938,13939,Operations,Australia,Level 2-4,0,0.8,0.97,7,288,4,0,1,0,support,medium,M,3,2,1,2,1,1,3,2
13939,13940,Sales,US,Level 2-4,1,0.8,0.97,4,218,5,1,1,0,support,medium,F,9,1,2,1,1,0,4,2
13940,13941,Finance,US,Level 2-4,0,0.8,0.97,5,251,5,0,1,0,support,medium,F,10,1,1,1,2,0,0,2
13941,13942,Human Resources,Korea,Level 2-4,0,0.8,0.97,5,263,5,0,1,0,technical,medium,F,6,2,2,2,1,0,1,2
13942,13943,IT,US,Level 2-4,0,0.8,0.97,4,266,6,0,1,0,product_mng,low,F,2,2,1,2,2,0,2,2
13943,13944,Warehouse,Japan,Level 2-4,1,0.8,0.97,6,307,4,0,1,0,technical,low,F,9,1,1,2,2,0,5,2
13944,13945,Operations,Colombia,Level 1,1,0.8,0.97,7,268,4,0,1,0,support,medium,F,9,2,1,1,2,0,3,1
13945,13946,Sales,France,Level 1,1,0.8,0.97,6,157,5,1,1,0,RandD,low,F,10,2,2,2,2,0,4,1
13946,13947,Finance,China,Level 1,0,0.8,0.97,7,262,4,0,1,0,technical,low,F,1,1,1,1,1,0,0,1
13947,13948,Human Resources,China,Level 1,0,0.8,0.97,4,245,5,0,1,0,support,medium,M,10,1,2,2,2,1,1,1
13948,13949,IT,UK,Level 1,0,0.8,0.97,5,217,6,0,1,0,support,medium,M,5,2,2,1,1,1,2,1
13949,13950,Warehouse,Japan,Level 1,0,0.8,0.97,6,259,4,0,1,0,management,high,F,7,1,1,1,1,0,5,1
13950,13951,Operations,Korea,Level 1,0,0.8,0.97,5,238,5,0,1,0,IT,low,F,4,2,2,2,2,0,3,1
13951,13952,Sales,France,Level 1,0,0.8,0.97,6,288,4,0,1,0,support,medium,F,9,1,2,1,1,0,4,1
13952,13953,Finance,Japan,Level 1,0,0.8,0.97,7,284,4,0,1,0,support,low,M,3,2,1,2,2,1,0,1
13953,13954,Human Resources,US,Level 1,0,0.8,0.97,4,243,5,0,1,0,support,medium,M,2,2,2,2,2,1,1,1
13954,13955,IT,Colombia,Level 1,1,0.8,0.97,6,260,4,0,1,0,technical,low,F,8,1,2,2,2,0,2,1
13955,13956,Warehouse,UK,Level 1,0,0.8,0.97,4,264,5,0,1,0,marketing,low,F,2,1,1,2,2,0,5,1
13956,13957,Operations,Australia,Level 1,1,0.8,0.97,5,269,5,0,1,0,sales,medium,F,10,2,1,2,2,0,3,1
13957,13958,Sales,France,Level 1,0,0.8,0.97,7,282,4,0,1,0,technical,low,M,6,2,2,1,2,1,4,1
13958,13959,Finance,China,Level 1,1,0.8,0.97,5,250,6,0,1,0,support,low,M,1,1,1,2,1,1,0,1
13959,13960,Human Resources,Japan,Level 1,1,0.8,0.97,5,230,5,0,1,0,support,low,F,8,2,2,1,2,0,1,1
13960,13961,IT,Colombia,Level 1,0,0.8,0.97,6,254,4,0,1,0,accounting,high,F,10,2,2,1,1,0,2,1
13961,13962,Warehouse,US,Level 1,1,0.8,0.97,5,256,5,0,1,0,support,low,M,2,1,2,2,1,1,5,1
13962,13963,Operations,Colombia,Level 1,0,0.8,0.97,4,255,5,1,1,0,IT,low,F,7,2,2,2,1,0,3,1
13963,13964,Sales,Colombia,Level 1,1,0.8,0.97,7,306,4,0,1,0,marketing,low,M,2,1,1,2,1,1,4,1
13964,13965,Finance,France,Level 1,0,0.8,0.97,6,189,2,0,1,0,sales,low,F,2,1,2,1,1,0,0,1
13965,13966,Human Resources,China,Level 1,0,0.8,0.97,6,280,4,0,1,0,sales,low,M,2,2,2,1,1,1,1,1
13966,13967,IT,Australia,Level 1,1,0.8,0.97,6,310,4,0,1,0,accounting,medium,F,10,2,2,2,2,0,2,1
13967,13968,Warehouse,Turkey,Level 1,1,0.8,0.97,5,266,2,0,0,0,technical,medium,M,1,2,2,3,4,1,5,1
13968,13969,Operations,Korea,Level 1,0,0.8,0.97,3,196,3,0,0,0,management,low,M,4,4,3,3,2,1,3,1
13969,13970,Sales,Japan,Level 1,1,0.8,0.97,3,198,5,0,0,0,management,medium,F,6,2,3,2,4,0,4,1
13970,13971,Finance,France,Level 1,1,0.8,0.97,5,163,2,0,0,0,management,high,M,6,2,3,3,3,1,0,1
13971,13972,Human Resources,UK,Level 1,1,0.8,0.97,3,137,3,0,0,0,accounting,low,F,8,3,3,3,3,0,1,1
13972,13973,IT,UK,Level 1,0,0.8,0.97,3,167,2,0,0,0,support,low,F,8,2,3,3,3,0,2,1
13973,13974,Warehouse,China,Level 1,1,0.8,0.97,3,115,2,1,0,0,support,low,M,10,2,3,2,2,1,5,1
13974,13975,Operations,Japan,VP,0,0.8,0.97,5,192,2,0,0,0,sales,low,M,5,4,3,3,2,1,3,6
13975,13976,Sales,US,Senior Director,1,0.8,0.97,4,238,5,1,0,0,support,medium,M,9,4,3,3,2,1,4,4
13976,13977,Finance,UK,Senior Director,0,0.8,0.97,4,142,3,0,0,0,sales,low,M,2,3,2,3,3,1,0,4
13977,13978,Human Resources,China,Senior Director,1,0.8,0.97,3,256,2,1,0,0,product_mng,low,F,7,2,3,3,3,0,1,4
13978,13979,IT,Korea,Director,1,0.8,0.97,4,208,3,0,0,0,management,medium,F,7,3,3,4,4,0,2,0
13979,13980,Warehouse,UK,Director,1,0.8,0.97,3,257,2,0,0,0,marketing,medium,M,8,2,4,2,4,1,5,0
13980,13981,Operations,US,Director,0,0.8,0.97,4,227,3,0,0,0,marketing,medium,M,8,2,4,3,3,1,3,0
13981,13982,Sales,US,Director,0,0.8,0.97,4,219,4,1,0,0,hr,low,M,8,2,3,3,3,1,4,0
13982,13983,Finance,US,Director,0,0.8,0.97,5,202,2,0,0,0,IT,low,F,9,3,2,3,3,0,0,0
13983,13984,Human Resources,Turkey,Director,1,0.8,0.97,4,158,3,1,0,0,technical,medium,F,9,4,3,2,3,0,1,0
13984,13985,IT,Turkey,Senior Manager,0,0.8,0.97,6,235,3,0,0,0,technical,low,F,7,2,3,2,2,0,2,5
13985,13986,Warehouse,Australia,Senior Manager,1,0.8,0.97,4,233,3,0,0,0,IT,low,M,9,2,2,3,2,1,5,5
13986,13987,Operations,Korea,Senior Manager,1,0.8,0.97,4,244,3,0,0,0,sales,medium,M,3,3,2,2,2,1,3,5
13987,13988,Sales,Australia,Senior Manager,0,0.8,0.97,3,244,5,0,0,0,sales,medium,F,10,3,4,2,4,0,4,5
13988,13989,Finance,China,Senior Manager,0,0.8,0.97,3,148,3,0,0,0,RandD,low,M,4,3,3,2,2,1,0,5
13989,13990,Human Resources,France,Senior Manager,0,0.8,0.97,5,171,2,0,0,0,sales,high,M,8,3,2,2,3,1,1,5
13990,13991,IT,Korea,Senior Manager,0,0.8,0.97,5,197,5,1,0,0,technical,low,F,4,3,2,2,3,0,2,5
13991,13992,Warehouse,Colombia,Senior Manager,1,0.8,0.97,3,256,3,0,0,0,support,low,F,5,3,4,3,3,0,5,5
13992,13993,Operations,Japan,Senior Manager,0,0.8,0.97,6,223,2,0,0,0,technical,medium,M,7,4,2,4,3,1,3,5
13993,13994,Sales,France,Senior Manager,1,0.8,0.97,5,271,4,0,0,0,support,low,F,4,3,3,2,3,0,4,5
13994,13995,Finance,US,Senior Manager,1,0.8,0.97,2,135,4,0,0,0,IT,medium,F,8,2,4,4,2,0,0,5
13995,13996,Human Resources,Korea,Senior Manager,1,0.8,0.97,6,272,2,0,0,0,sales,low,M,7,4,2,2,3,1,1,5
13996,13997,IT,UK,Manager,1,0.8,0.97,3,265,3,0,0,0,support,medium,F,10,2,4,2,2,0,2,3
13997,13998,Warehouse,Turkey,Manager,1,0.8,0.97,5,180,2,0,0,0,technical,high,M,5,4,2,2,2,1,5,3
13998,13999,Operations,Australia,Manager,0,0.8,0.97,5,187,3,0,0,0,support,low,M,2,3,2,3,3,1,3,3
13999,14000,Sales,China,Manager,0,0.8,0.97,3,158,3,0,0,0,sales,low,M,1,3,3,3,3,1,4,3
14000,14001,Finance,Japan,Manager,0,0.8,0.97,4,234,2,0,0,0,technical,medium,F,4,3,4,4,2,0,0,3
14001,14002,Human Resources,Turkey,Manager,0,0.8,0.97,6,224,5,1,0,0,support,medium,M,10,2,2,2,4,1,1,3
14002,14003,IT,US,Manager,0,0.8,0.97,4,153,3,0,0,0,accounting,medium,M,3,3,4,4,3,1,2,3
14003,14004,Warehouse,Korea,Manager,0,0.8,0.97,3,125,2,0,0,0,support,low,F,2,4,2,3,3,0,5,3
14004,14005,Operations,Korea,Manager,0,0.8,0.97,4,204,3,0,0,0,sales,medium,M,3,2,3,4,3,1,3,3
14005,14006,Sales,UK,Manager,1,0.8,0.97,3,199,3,1,0,0,accounting,high,M,3,2,4,3,3,1,4,3
14006,14007,Finance,Turkey,Manager,1,0.8,0.97,3,216,3,1,0,0,sales,low,F,3,4,4,2,3,0,0,3
14007,14008,Human Resources,Japan,Manager,0,0.8,0.97,4,183,3,0,0,0,support,low,F,6,2,3,2,2,0,1,3
14008,14009,IT,Japan,Manager,0,0.8,0.97,4,136,3,0,0,0,marketing,medium,F,4,3,2,4,3,0,2,3
14009,14010,Warehouse,UK,Manager,1,0.8,0.97,4,269,3,0,0,0,sales,low,F,3,4,3,3,3,0,5,3
14010,14011,Operations,France,Manager,0,0.8,0.97,5,105,4,0,0,0,sales,low,M,6,2,3,3,2,1,3,3
14011,14012,Sales,France,Manager,1,0.8,0.97,4,253,2,1,0,0,sales,low,F,4,3,3,3,3,0,4,3
14012,14013,Finance,France,Manager,0,0.8,0.97,3,263,3,0,0,0,accounting,medium,M,4,4,3,3,4,1,0,3
14013,14014,Human Resources,France,Manager,1,0.8,0.97,4,266,3,0,0,0,management,low,M,10,2,3,2,2,1,1,3
14014,14015,IT,Turkey,Manager,0,0.8,0.97,3,185,2,0,0,0,sales,low,M,4,3,4,3,2,1,2,3
14015,14016,Warehouse,UK,Manager,1,0.8,0.97,3,245,2,0,0,1,hr,medium,F,1,4,2,2,2,0,5,3
14016,14017,Operations,Australia,Manager,1,0.8,0.97,3,184,3,1,0,0,marketing,medium,F,9,4,2,3,3,0,3,3
14017,14018,Sales,France,Manager,1,0.8,0.97,5,235,3,0,0,0,support,medium,F,8,4,3,2,2,0,4,3
14018,14019,Finance,US,Level 2-4,1,0.8,0.97,3,247,3,0,0,0,support,medium,M,8,2,2,2,2,1,0,2
14019,14020,Human Resources,France,Level 2-4,0,0.8,0.97,4,145,2,0,0,0,technical,medium,M,9,3,4,4,3,1,1,2
14020,14021,IT,Korea,Level 2-4,1,0.8,0.97,3,158,2,0,0,0,accounting,low,F,4,4,2,3,3,0,2,2
14021,14022,Warehouse,Korea,Level 2-4,1,0.8,0.97,4,268,2,0,0,0,technical,low,M,2,4,2,3,3,1,5,2
14022,14023,Operations,UK,Level 2-4,1,0.8,0.97,3,186,3,0,0,1,marketing,medium,F,4,5,4,2,4,0,3,2
14023,14024,Sales,Japan,Level 2-4,0,0.8,0.97,2,226,3,1,0,0,sales,medium,M,8,4,2,2,2,1,4,2
14024,14025,Finance,US,Level 2-4,1,0.8,0.97,5,258,3,0,0,0,IT,medium,M,7,2,3,4,3,1,0,2
14025,14026,Human Resources,Turkey,Level 2-4,0,0.8,0.97,3,189,3,1,0,0,technical,high,M,2,2,2,2,2,1,1,2
14026,14027,IT,Korea,Level 2-4,1,0.8,0.97,5,255,4,0,0,0,support,medium,F,4,4,4,2,3,0,2,2
14027,14028,Warehouse,Japan,Level 2-4,1,0.8,0.97,5,207,4,1,0,0,RandD,low,F,1,3,4,2,3,0,5,2
14028,14029,Operations,Korea,Level 2-4,0,0.8,0.97,3,271,3,0,0,0,sales,low,M,2,4,4,3,2,1,3,2
14029,14030,Sales,Australia,Level 2-4,1,0.8,0.97,3,239,4,1,0,0,sales,medium,F,10,2,2,4,2,0,4,2
14030,14031,Finance,US,Level 2-4,0,0.8,0.97,4,186,3,0,0,0,hr,low,F,8,4,3,2,3,0,0,2
14031,14032,Human Resources,France,Level 2-4,1,0.8,0.97,4,139,3,0,0,0,support,medium,F,7,3,4,3,4,0,1,2
14032,14033,IT,Korea,Level 2-4,1,0.8,0.97,3,224,6,0,0,0,sales,medium,M,10,2,2,4,2,1,2,2
14033,14034,Warehouse,Australia,Level 2-4,0,0.8,0.97,4,198,2,0,0,0,IT,high,M,2,4,4,3,2,1,5,2
14034,14035,Operations,Australia,Level 2-4,1,0.8,0.97,4,102,3,0,0,0,IT,high,F,9,2,2,2,2,0,3,2
14035,14036,Sales,China,Level 2-4,1,0.8,0.97,3,219,3,0,0,0,technical,high,M,5,3,2,3,2,1,4,2
14036,14037,Finance,China,Level 2-4,0,0.8,0.97,4,240,5,1,0,0,technical,medium,M,8,4,3,3,2,1,0,2
14037,14038,Human Resources,Japan,Level 2-4,1,0.8,0.97,3,222,2,0,0,0,management,medium,M,1,3,2,3,2,1,1,2
14038,14039,IT,Japan,Level 2-4,1,0.8,0.97,2,221,2,0,0,0,technical,medium,F,3,2,4,2,2,0,2,2
14039,14040,Warehouse,UK,Level 2-4,1,0.8,0.97,5,229,2,0,0,0,technical,medium,F,1,2,2,3,3,0,5,2
14040,14041,Operations,China,Level 2-4,1,0.8,0.97,5,146,3,0,0,0,support,low,F,5,3,2,2,2,0,3,2
14041,14042,Sales,Japan,Level 2-4,1,0.8,0.97,3,165,2,0,0,0,sales,low,M,1,4,2,3,2,1,4,2
14042,14043,Finance,China,Level 2-4,1,0.8,0.97,4,200,3,0,0,0,sales,low,F,7,4,2,3,3,0,0,2
14043,14044,Human Resources,Turkey,Level 2-4,1,0.8,0.97,4,232,2,0,0,0,management,low,M,5,4,3,2,3,1,1,2
14044,14045,IT,Japan,Level 2-4,0,0.8,0.97,5,240,2,0,0,0,sales,low,F,2,3,2,3,2,0,2,2
14045,14046,Warehouse,China,Level 2-4,0,0.8,0.97,5,240,4,0,0,0,technical,medium,M,7,2,3,2,3,1,5,2
14046,14047,Operations,France,Level 2-4,1,0.8,0.97,3,187,3,1,0,0,sales,medium,F,7,3,2,3,3,0,3,2
14047,14048,Sales,Japan,Level 2-4,1,0.8,0.97,5,239,3,0,0,0,support,low,F,7,4,4,3,2,0,4,2
14048,14049,Finance,France,Level 2-4,0,0.8,0.97,3,171,4,1,0,0,management,medium,F,6,4,4,2,2,0,0,2
14049,14050,Human Resources,Colombia,Level 2-4,0,0.8,0.97,4,239,4,0,0,0,technical,medium,M,8,3,4,2,3,1,1,2
14050,14051,IT,Colombia,Level 2-4,0,0.8,0.97,4,166,5,0,0,0,product_mng,low,M,8,4,3,3,3,1,2,2
14051,14052,Warehouse,China,Level 2-4,0,0.8,0.97,6,113,2,1,0,0,product_mng,medium,F,7,4,4,3,3,0,5,2
14052,14053,Operations,Turkey,Level 2-4,0,0.8,0.97,4,104,5,0,0,0,accounting,low,F,6,4,2,2,2,0,3,2
14053,14054,Sales,China,Level 2-4,0,0.8,0.97,3,270,3,1,0,0,technical,medium,F,10,2,2,4,2,0,4,2
14054,14055,Finance,Japan,Level 2-4,1,0.8,0.97,5,145,2,0,0,0,technical,medium,M,8,3,3,4,2,1,0,2
14055,14056,Human Resources,Colombia,Level 2-4,1,0.8,0.97,3,171,3,0,0,0,IT,medium,M,5,2,2,2,2,1,1,2
14056,14057,IT,China,Level 2-4,1,0.8,0.97,4,160,3,0,0,0,IT,low,F,9,4,3,3,3,0,2,2
14057,14058,Warehouse,Turkey,Level 2-4,0,0.8,0.97,4,210,2,0,0,0,sales,medium,F,1,3,2,4,3,0,5,2
14058,14059,Operations,Japan,Level 2-4,1,0.8,0.97,4,256,4,0,0,0,technical,medium,F,3,2,4,3,3,0,3,2
14059,14060,Sales,Australia,Level 2-4,1,0.8,0.97,4,155,3,0,0,0,management,low,F,10,3,2,2,2,0,4,2
14060,14061,Finance,Korea,Level 2-4,1,0.8,0.97,5,126,5,0,0,0,sales,medium,F,2,4,4,3,3,0,0,2
14061,14062,Human Resources,US,Level 2-4,0,0.8,0.97,3,189,3,0,0,0,sales,low,M,1,2,4,3,3,1,1,2
14062,14063,IT,Turkey,Level 2-4,1,0.8,0.97,4,206,3,0,0,0,hr,high,M,2,2,4,2,3,1,2,2
14063,14064,Warehouse,US,Level 2-4,0,0.8,0.97,4,242,2,0,0,0,accounting,medium,M,2,4,4,4,4,1,5,2
14064,14065,Operations,Korea,Level 2-4,1,0.8,0.97,3,258,2,0,0,0,accounting,low,F,4,3,2,2,2,0,3,2
14065,14066,Sales,France,Level 2-4,1,0.8,0.97,4,196,4,0,0,0,support,low,F,10,2,4,2,3,0,4,2
14066,14067,Finance,Korea,Level 2-4,0,0.8,0.97,3,209,3,0,0,0,support,low,M,1,2,4,3,2,1,0,2
14067,14068,Human Resources,UK,Level 2-4,1,0.8,0.97,4,259,2,0,0,0,support,low,M,6,2,3,2,2,1,1,2
14068,14069,IT,China,Level 2-4,1,0.8,0.97,2,140,2,0,0,0,sales,medium,F,8,3,3,4,2,0,2,2
14069,14070,Warehouse,Australia,Level 2-4,1,0.8,0.97,5,141,2,0,0,0,accounting,medium,F,10,2,4,3,2,0,5,2
14070,14071,Operations,Korea,Level 2-4,1,0.8,0.97,3,160,2,0,0,0,hr,medium,M,5,4,3,2,2,1,3,2
14071,14072,Sales,Japan,Level 2-4,0,0.8,0.97,5,208,4,1,0,0,technical,medium,F,8,4,2,3,4,0,4,2
14072,14073,Finance,Japan,Level 2-4,1,0.8,0.97,3,198,3,0,0,0,RandD,low,F,3,4,2,2,2,0,0,2
14073,14074,Human Resources,UK,Level 2-4,0,0.8,0.97,4,264,3,0,0,0,technical,low,M,6,3,2,3,2,1,1,2
14074,14075,IT,Turkey,Level 2-4,0,0.8,0.97,4,136,4,0,0,0,sales,low,M,10,2,4,3,2,1,2,2
14075,14076,Warehouse,Japan,Level 2-4,0,0.8,0.97,4,221,4,0,0,0,hr,low,F,2,3,4,2,3,0,5,2
14076,14077,Operations,Australia,Level 2-4,0,0.8,0.97,5,242,3,0,0,0,product_mng,low,F,10,2,2,3,2,0,3,2
14077,14078,Sales,Korea,Level 2-4,0,0.8,0.97,4,162,3,0,0,0,RandD,low,M,7,2,4,2,3,1,4,2
14078,14079,Finance,Australia,Level 2-4,0,0.8,0.97,4,258,3,0,0,0,support,low,F,3,3,2,2,3,0,0,2
14079,14080,Human Resources,Colombia,Level 2-4,0,0.8,0.97,5,172,3,0,0,0,sales,medium,F,3,3,4,3,4,0,1,2
14080,14081,IT,UK,Level 2-4,0,0.8,0.97,4,222,4,0,0,0,sales,medium,M,6,3,2,3,2,1,2,2
14081,14082,Warehouse,Colombia,Level 1,1,0.8,0.97,3,215,2,0,0,0,hr,low,F,7,2,2,3,3,0,5,1
14082,14083,Operations,UK,Level 1,1,0.8,0.97,3,164,2,0,0,0,technical,low,M,1,3,2,3,2,1,3,1
14083,14084,Sales,Japan,Level 1,1,0.8,0.97,5,233,3,1,0,0,marketing,low,F,6,2,2,3,3,0,4,1
14084,14085,Finance,Turkey,Level 1,0,0.8,0.97,4,249,3,0,0,0,sales,medium,F,1,2,3,4,4,0,0,1
14085,14086,Human Resources,Colombia,Level 1,0,0.8,0.97,4,217,3,0,0,0,hr,low,F,3,2,2,3,2,0,1,1
14086,14087,IT,Korea,Level 1,0,0.8,0.97,4,260,3,0,0,0,support,low,M,1,2,2,2,3,1,2,1
14087,14088,Warehouse,UK,Level 1,1,0.8,0.97,4,219,2,0,0,0,support,medium,M,6,2,2,4,3,1,5,1
14088,14089,Operations,Japan,Level 1,0,0.8,0.97,4,267,4,0,0,0,management,medium,M,2,2,4,4,4,1,3,1
14089,14090,Sales,Japan,Level 1,0,0.8,0.97,5,137,4,0,0,0,RandD,low,F,9,4,4,2,2,0,4,1
14090,14091,Finance,China,Level 1,1,0.8,0.97,4,141,2,0,0,0,IT,low,M,1,3,2,3,3,1,0,1
14091,14092,Human Resources,China,Level 1,0,0.8,0.97,4,201,2,0,0,0,sales,medium,M,6,2,3,2,3,1,1,1
14092,14093,IT,Colombia,Level 1,0,0.8,0.97,5,125,4,0,0,0,sales,medium,M,3,3,2,3,4,1,2,1
14093,14094,Warehouse,China,Level 1,0,0.8,0.97,3,173,2,1,0,0,marketing,medium,F,1,3,2,2,4,0,5,1
14094,14095,Operations,US,Level 1,0,0.8,0.97,3,271,2,0,0,0,hr,medium,F,6,2,3,4,2,0,3,1
14095,14096,Sales,UK,Level 1,1,0.8,0.97,4,243,3,1,0,0,technical,low,M,9,4,2,2,2,1,4,1
14096,14097,Finance,US,Level 1,0,0.8,0.97,5,151,3,0,0,0,support,low,F,9,3,4,3,2,0,0,1
14097,14098,Human Resources,Japan,Level 1,0,0.8,0.97,4,224,4,0,0,0,technical,medium,F,2,2,3,4,2,0,1,1
14098,14099,IT,China,Level 1,0,0.8,0.97,3,141,3,0,0,0,sales,low,M,7,3,3,3,3,1,2,1
14099,14100,Warehouse,UK,Level 1,1,0.8,0.97,3,133,3,0,0,0,technical,medium,M,10,3,2,2,4,1,5,1
14100,14101,Operations,Colombia,Level 1,1,0.8,0.97,3,239,3,0,0,0,IT,low,M,4,2,3,3,2,1,3,1
14101,14102,Sales,UK,Level 1,0,0.8,0.97,4,203,2,0,0,0,sales,low,M,8,3,3,3,3,1,4,1
14102,14103,Finance,China,Level 1,0,0.8,0.97,4,220,3,0,0,0,support,low,F,9,2,3,3,2,0,0,1
14103,14104,Human Resources,Korea,Level 1,1,0.8,0.97,4,212,2,0,0,0,sales,low,M,8,3,4,2,2,1,1,1
14104,14105,IT,Japan,Level 1,0,0.8,0.97,2,252,4,0,0,0,management,medium,M,4,2,4,3,4,1,2,1
14105,14106,Warehouse,France,Level 1,1,0.8,0.97,5,265,3,0,0,0,support,low,M,3,3,3,3,2,1,5,1
14106,14107,Operations,Korea,Level 1,0,0.8,0.97,4,199,3,0,0,0,support,low,M,7,2,3,3,3,1,3,1
14107,14108,Sales,China,Level 1,0,0.8,0.97,3,209,3,0,0,0,sales,high,F,4,4,3,2,2,0,4,1
14108,14109,Finance,Australia,Level 1,1,0.8,0.97,4,254,3,0,0,0,sales,low,F,7,2,3,3,2,0,0,1
14109,14110,Human Resources,Colombia,Level 1,1,0.8,0.97,2,216,3,0,0,0,accounting,high,M,9,3,3,3,2,1,1,1
14110,14111,IT,Turkey,Level 1,1,0.8,0.97,5,196,2,0,0,0,support,medium,M,2,2,2,2,2,1,2,1
14111,14112,Warehouse,US,VP,0,0.8,0.97,4,258,3,0,0,0,technical,high,M,2,2,3,2,2,1,5,6
14112,14113,Operations,Australia,Senior Director,0,0.8,0.97,3,137,3,0,0,0,management,high,M,7,2,3,2,2,1,3,4
14113,14114,Sales,Colombia,Senior Director,1,0.8,0.97,6,282,4,0,0,0,product_mng,low,M,10,3,3,2,3,1,4,4
14114,14115,Finance,Colombia,Senior Director,0,0.8,0.97,3,156,2,0,0,0,support,medium,M,10,3,4,4,3,1,0,4
14115,14116,Human Resources,Korea,Director,1,0.8,0.97,4,237,5,0,0,0,IT,medium,M,4,2,3,2,3,1,1,0
14116,14117,IT,China,Director,0,0.8,0.97,4,170,3,0,0,0,support,medium,M,3,4,4,3,2,1,2,0
14117,14118,Warehouse,UK,Director,1,0.8,0.97,4,243,3,0,0,0,IT,high,F,9,4,2,2,3,0,5,0
14118,14119,Operations,Turkey,Director,1,0.8,0.97,4,163,3,0,0,0,sales,medium,F,2,2,3,4,2,0,3,0
14119,14120,Sales,Australia,Director,0,0.8,0.97,3,257,3,0,0,0,marketing,low,F,4,4,3,3,2,0,4,0
14120,14121,Finance,China,Director,0,0.8,0.97,5,179,6,0,0,0,support,medium,M,1,2,3,2,3,1,0,0
14121,14122,Human Resources,Australia,Senior Manager,1,0.8,0.97,3,274,4,1,0,1,sales,medium,F,7,5,3,4,2,0,1,5
14122,14123,IT,Turkey,Senior Manager,1,0.8,0.97,3,174,2,0,0,0,support,low,F,4,2,2,2,2,0,2,5
14123,14124,Warehouse,Turkey,Senior Manager,1,0.8,0.97,4,162,6,0,0,0,sales,low,F,4,3,4,2,2,0,5,5
14124,14125,Operations,Korea,Senior Manager,1,0.8,0.97,6,269,6,0,0,0,hr,medium,M,4,4,4,2,4,1,3,5
14125,14126,Sales,Japan,Senior Manager,0,0.8,0.97,4,147,2,0,0,0,technical,low,M,8,3,2,2,3,1,4,5
14126,14127,Finance,Australia,Senior Manager,1,0.8,0.97,6,286,4,0,0,0,product_mng,medium,F,5,4,3,2,3,0,0,5
14127,14128,Human Resources,US,Senior Manager,0,0.8,0.97,2,271,3,0,0,0,sales,low,F,6,3,2,3,2,0,1,5
14128,14129,IT,France,Senior Manager,0,0.8,0.97,5,130,4,0,0,0,management,high,M,4,3,4,2,3,1,2,5
14129,14130,Warehouse,Turkey,Senior Manager,1,0.8,0.97,4,258,2,0,0,0,sales,medium,F,2,4,2,4,4,0,5,5
14130,14131,Operations,Colombia,Senior Manager,0,0.8,0.97,5,151,3,0,0,0,RandD,medium,F,1,2,2,2,4,0,3,5
14131,14132,Sales,France,Senior Manager,1,0.8,0.97,5,208,8,1,0,0,management,medium,F,4,3,2,4,2,0,4,5
14132,14133,Finance,France,Senior Manager,1,0.8,0.97,6,137,10,0,0,0,sales,low,F,5,4,2,2,2,0,0,5
14133,14134,Human Resources,Australia,Manager,0,0.8,0.97,3,250,3,1,0,0,product_mng,medium,F,8,4,2,2,2,0,1,3
14134,14135,IT,Korea,Manager,0,0.8,0.97,4,211,2,0,0,1,marketing,low,F,4,5,4,2,3,0,2,3
